"HHID"	"PERID"	"CASE"	"ALTNUM"	"NUMALTS"	"CHOSEN"	"IVTT"	"OVTT"	"TVTT"	"COST"	"DIST"	"WKZONE"	"HMZONE"	"RSPOPDEN"	"RSEMPDEN"	"WKPOPDEN"	"WKEMPDEN"	"VEHAVDUM"	"FEMDUM"	"AGE"	"DRLICDUM"	"NONCADUM"	"NUMVEH"	"HHSIZE"	"HHINC"	"FAMTYPE"	"HHOWNDUM"	"NUMEMPHH"	"NUMADLT"	"NMLT5"	"NM5TO11"	"NM12TO16"	"WKCCBD"	"WKNCCBD"	"CORREDIS"	"VEHBYWRK"	"VOCC"	"COSTINC"	"M_TT"	"NM_TT"	"M_IVTT"	"M_OVTT"
1862	1	994	2	4	0	29.3	5.5	34.8	87.94	19.67	534	541	13.48	13.69	45.31	22.3	1	0	52	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	.6064827586206897	34.8		29.3	5.5
1862	1	994	3	4	0	31.3	5.5	36.8	50.25	19.67	534	541	13.48	13.69	45.31	22.3	1	0	52	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	.34655172413793106	36.8		31.3	5.5
1862	1	994	4	4	0	55.28	30.6	85.88	215.05	19.67	534	541	13.48	13.69	45.31	22.3	1	0	52	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	1.483103448275862	85.88		55.28	30.6
1862	2	995	1	4	1	15.9	3.5	19.4	98.1	10.9	534	603	13.48	13.69	20.67	33.57	1	1	35	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	.676551724137931	19.4		15.9	3.5
1862	2	995	2	4	0	20.9	3.5	24.4	49.05	10.9	534	603	13.48	13.69	20.67	33.57	1	1	35	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	.3382758620689655	24.4		20.9	3.5
1862	2	995	3	4	0	22.9	3.5	26.4	28.03	10.9	534	603	13.48	13.69	20.67	33.57	1	1	35	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	.19331034482758622	26.4		22.9	3.5
1862	2	995	4	4	0	21.81	8.9	30.71	190.05	10.9	534	603	13.48	13.69	20.67	33.57	1	1	35	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	1.3106896551724139	30.71		21.81	8.9
1862	3	996	1	3	1	33.64	2	35.64	227.07	25.51	534	814	13.48	13.69	8.04	8.03	1	0	30	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	1.566	35.64		33.64	2
1862	3	996	2	3	0	38.64	2	40.64	113.53	25.51	534	814	13.48	13.69	8.04	8.03	1	0	30	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	.7829655172413793	40.64		38.64	2
1862	3	996	3	3	0	40.64	2	42.64	64.88	25.51	534	814	13.48	13.69	8.04	8.03	1	0	30	1	0	5	3	145	14	1	3	3	0	0	0	0	0	0	1.67	1	.4474482758620689	42.64		40.64	2
1866	1	997	1	3	1	59.06	4.5	63.56	552.35	39.05	527	30	114.73	.08	64.49	46.84	1	0	60	1	0	2	2	55	1	1	1	2	0	0	0	1	0	0	2	1	10.042727272727273	63.56		59.06	4.5
1866	1	997	2	3	0	64.16	4.5	68.66	276.18	39.05	527	30	114.73	.08	64.49	46.84	1	0	60	1	0	2	2	55	1	1	1	2	0	0	0	1	0	0	2	1	5.021454545454546	68.66		64.16	4.5
1866	1	997	3	3	0	66.16	4.5	70.66	157.82	39.05	527	30	114.73	.08	64.49	46.84	1	0	60	1	0	2	2	55	1	1	1	2	0	0	0	1	0	0	2	1	2.8694545454545453	70.66		66.16	4.5
1867	2	998	1	5	1	15.2	2	17.2	74.73	6.24	619	631	9.61	9.58	20.03	17.23	1	0	44	1	1	3	5	67.5	3	0	2	3	2	0	0	0	0	0	1.5	1	1.1071111111111112	17.2		15.2	2
1867	2	998	2	5	0	20.2	2	22.2	37.37	6.24	619	631	9.61	9.58	20.03	17.23	1	0	44	1	1	3	5	67.5	3	0	2	3	2	0	0	0	0	0	1.5	1	.5536296296296296	22.2		20.2	2
1867	2	998	3	5	0	22.2	2	24.2	21.35	6.24	619	631	9.61	9.58	20.03	17.23	1	0	44	1	1	3	5	67.5	3	0	2	3	2	0	0	0	0	0	1.5	1	.3162962962962963	24.2		22.2	2
1867	2	998	4	5	0	36.96	41.38	78.34	130	6.24	619	631	9.61	9.58	20.03	17.23	1	0	44	1	1	3	5	67.5	3	0	2	3	2	0	0	0	0	0	1.5	1	1.9259259259259258	78.34		36.96	41.38
1867	2	998	5	5	0	42.85	2	44.85	0	6.24	619	631	9.61	9.58	20.03	17.23	1	0	44	1	1	3	5	67.5	3	0	2	3	2	0	0	0	0	0	1.5	1	0		44.85		
1871	2	999	2	3	0	22.44	3.5	25.94	44.65	9.97	728	672	36.73	24.96	34.5	27.96	0	0	32	1	1	0	2	55	5	1	1	2	0	0	0	0	1	1	0	0	.8118181818181818	25.94		22.44	3.5
1871	2	999	3	3	0	24.44	3.5	27.94	25.51	9.97	728	672	36.73	24.96	34.5	27.96	0	0	32	1	1	0	2	55	5	1	1	2	0	0	0	0	1	1	0	0	.46381818181818185	27.94		24.44	3.5
1871	2	999	4	3	1	29.23	37.66	66.89	105	9.97	728	672	36.73	24.96	34.5	27.96	0	0	32	1	1	0	2	55	5	1	1	2	0	0	0	0	1	1	0	0	1.9090909090909092	66.89		29.23	37.66
1872	2	1000	1	4	0	36.28	6.5	42.78	576.79	13.46	739	18	10.6	36.88	250.39	378.36	1	0	59	1	0	1	2	87.5	1	1	1	2	0	0	0	1	0	1	1	2	6.591885714285714	42.78		36.28	6.5
1872	2	1000	2	4	1	41.38	6.5	47.88	288.4	13.46	739	18	10.6	36.88	250.39	378.36	1	0	59	1	0	1	2	87.5	1	1	1	2	0	0	0	1	0	1	1	2	3.296	47.88		41.38	6.5
1872	2	1000	3	4	0	43.38	6.5	49.88	164.8	13.46	739	18	10.6	36.88	250.39	378.36	1	0	59	1	0	1	2	87.5	1	1	1	2	0	0	0	1	0	1	1	2	1.8834285714285715	49.88		43.38	6.5
1872	2	1000	4	4	0	34.59	36.86	71.45	253	13.46	739	18	10.6	36.88	250.39	378.36	1	0	59	1	0	1	2	87.5	1	1	1	2	0	0	0	1	0	1	1	2	2.8914285714285715	71.45		34.59	36.86
1874	2	1001	1	4	0	68.5	6.5	75	395.58	39.61	550	56	7.46	17.28	54.04	94.73	1	1	35	1	0	2	2	27.5	8	0	2	2	0	0	0	0	1	0	1	0	14.384727272727272	75		68.5	6.5
1874	2	1001	2	4	0	73.5	6.5	80	197.79	39.61	550	56	7.46	17.28	54.04	94.73	1	1	35	1	0	2	2	27.5	8	0	2	2	0	0	0	0	1	0	1	0	7.192363636363636	80		73.5	6.5
1874	2	1001	3	4	0	60.5	6.5	67	99.33	39.61	550	56	7.46	17.28	54.04	94.73	1	1	35	1	0	2	2	27.5	8	0	2	2	0	0	0	0	1	0	1	0	3.612	67		60.5	6.5
1874	2	1001	4	4	1	67.24	14.6	81.84	345.32	39.61	550	56	7.46	17.28	54.04	94.73	1	1	35	1	0	2	2	27.5	8	0	2	2	0	0	0	0	1	0	1	0	12.557090909090908	81.84		67.24	14.6
1876	2	1002	1	6	1	9.2	3.5	12.7	34.36	3.29	534	532	13.48	13.69	14.19	23.8	1	1	50	1	0	3	3	42.5	3	1	2	3	0	0	0	0	0	0	1.5	1	.808470588235294	12.7		9.2	3.5
1876	2	1002	2	6	0	14.2	3.5	17.7	17.18	3.29	534	532	13.48	13.69	14.19	23.8	1	1	50	1	0	3	3	42.5	3	1	2	3	0	0	0	0	0	0	1.5	1	.404235294117647	17.7		14.2	3.5
1876	2	1002	3	6	0	16.2	3.5	19.7	9.82	3.29	534	532	13.48	13.69	14.19	23.8	1	1	50	1	0	3	3	42.5	3	1	2	3	0	0	0	0	0	0	1.5	1	.23105882352941176	19.7		16.2	3.5
1876	2	1002	4	6	0	9.06	27	36.06	60	3.29	534	532	13.48	13.69	14.19	23.8	1	1	50	1	0	3	3	42.5	3	1	2	3	0	0	0	0	0	0	1.5	1	1.411764705882353	36.06		9.06	27
1876	2	1002	5	6	0	19.7	3.5	23.2	0	3.29	534	532	13.48	13.69	14.19	23.8	1	1	50	1	0	3	3	42.5	3	1	2	3	0	0	0	0	0	0	1.5	1	0		23.2		
1876	2	1002	6	6	0	0	0	69.3	0	3.29	534	532	13.48	13.69	14.19	23.8	1	1	50	1	0	3	3	42.5	3	1	2	3	0	0	0	0	0	0	1.5	1	0		69.3		
1880	1	1003	1	6	0	3.34	8	11.34	145.58	.4	738	738	35.81	53.33	35.81	53.33	1	0	50	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	2.156740740740741	11.34		3.34	8
1880	1	1003	2	6	0	8.34	8	16.34	72.79	.4	738	738	35.81	53.33	35.81	53.33	1	0	50	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	1.0783703703703704	16.34		8.34	8
1880	1	1003	3	6	0	10.34	8	18.34	41.59	.4	738	738	35.81	53.33	35.81	53.33	1	0	50	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	.6161481481481482	18.34		10.34	8
1880	1	1003	4	6	0	1	12.02	13.02	100	.4	738	738	35.81	53.33	35.81	53.33	1	0	50	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	1.4814814814814814	13.02		1	12.02
1880	1	1003	5	6	0	3.2	8	11.2	0	.4	738	738	35.81	53.33	35.81	53.33	1	0	50	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	0		11.2		
1880	1	1003	6	6	1	0	0	16	0	.4	738	738	35.81	53.33	35.81	53.33	1	0	50	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	0		16		
1880	2	1004	1	6	0	3.34	7	10.34	165.58	.4	738	738	35.81	53.33	35.81	53.33	1	1	45	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	2.453037037037037	10.34		3.34	7
1880	2	1004	2	6	0	8.34	7	15.34	82.79	.4	738	738	35.81	53.33	35.81	53.33	1	1	45	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	1.2265185185185186	15.34		8.34	7
1880	2	1004	3	6	0	10.34	7	17.34	47.31	.4	738	738	35.81	53.33	35.81	53.33	1	1	45	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	.7008888888888889	17.34		10.34	7
1880	2	1004	4	6	0	1.17	12.27	13.44	100	.4	738	738	35.81	53.33	35.81	53.33	1	1	45	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	1.4814814814814814	13.44		1.17	12.27
1880	2	1004	5	6	0	3.2	7	10.2	0	.4	738	738	35.81	53.33	35.81	53.33	1	1	45	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	0		10.2		
1880	2	1004	6	6	1	0	0	15	0	.4	738	738	35.81	53.33	35.81	53.33	1	1	45	1	0	3	2	67.5	1	1	2	2	0	0	0	0	0	1	1.5	0	0		15		
1883	1	1005	2	4	0	34.82	9	43.82	680.55	11.84	738	1	35.81	53.33	321.75	711.11	0	0	45	1	1	0	1	47.5	7	0	1	1	0	0	0	1	0	1	0	0	14.32736842105263	43.82		34.82	9
1883	1	1005	3	4	0	36.82	9	45.82	388.89	11.84	738	1	35.81	53.33	321.75	711.11	0	0	45	1	1	0	1	47.5	7	0	1	1	0	0	0	1	0	1	0	0	8.187157894736842	45.82		36.82	9
1883	1	1005	4	4	1	24.86	22.38	47.24	180	11.84	738	1	35.81	53.33	321.75	711.11	0	0	45	1	1	0	1	47.5	7	0	1	1	0	0	0	1	0	1	0	0	3.789473684210526	47.24		24.86	22.38
1883	1	1005	5	4	0	64.85	9	73.85	0	11.84	738	1	35.81	53.33	321.75	711.11	0	0	45	1	1	0	1	47.5	7	0	1	1	0	0	0	1	0	1	0	0	0		73.85		
1887	1	1006	1	6	1	5.2	2	7.2	11.77	.95	529	529	13.91	15.15	13.91	15.15	1	1	48	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	1	.36215384615384616	7.2		5.2	2
1887	1	1006	2	6	0	10.2	2	12.2	5.89	.95	529	529	13.91	15.15	13.91	15.15	1	1	48	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	1	.18123076923076922	12.2		10.2	2
1887	1	1006	3	6	0	12.2	2	14.2	3.36	.95	529	529	13.91	15.15	13.91	15.15	1	1	48	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	1	.10338461538461538	14.2		12.2	2
1887	1	1006	4	6	0	1.61	14.65	16.26	60	.95	529	529	13.91	15.15	13.91	15.15	1	1	48	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	1	1.8461538461538463	16.26		1.61	14.65
1887	1	1006	5	6	0	6.75	2	8.75	0	.95	529	529	13.91	15.15	13.91	15.15	1	1	48	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	1	0		8.75		
1887	1	1006	6	6	0	0	0	21	0	.95	529	529	13.91	15.15	13.91	15.15	1	1	48	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	1	0		21		
1887	2	1007	1	3	0	35.4	4.5	39.9	264.3	29.86	529	724	13.91	15.15	170.18	23	1	0	49	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	2	8.132307692307693	39.9		35.4	4.5
1887	2	1007	2	3	1	40.4	4.5	44.9	132.15	29.86	529	724	13.91	15.15	170.18	23	1	0	49	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	2	4.0661538461538465	44.9		40.4	4.5
1887	2	1007	3	3	0	42.4	4.5	46.9	75.52	29.86	529	724	13.91	15.15	170.18	23	1	0	49	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	2	2.3236923076923075	46.9		42.4	4.5
1887	4	1008	1	3	0	35.4	4.5	39.9	264.3	29.86	529	724	13.91	15.15	170.18	23	1	0	21	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	2	8.132307692307693	39.9		35.4	4.5
1887	4	1008	2	3	1	40.4	4.5	44.9	132.15	29.86	529	724	13.91	15.15	170.18	23	1	0	21	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	2	4.0661538461538465	44.9		40.4	4.5
1887	4	1008	3	3	0	42.4	4.5	46.9	75.52	29.86	529	724	13.91	15.15	170.18	23	1	0	21	1	0	4	5	32.5	12	0	3	5	0	0	0	0	0	0	1.33	2	2.3236923076923075	46.9		42.4	4.5
1888	1	1009	1	6	0	4.8	4.5	9.3	18.22	1.79	732	718	42.21	49.65	18.38	11.36	1	1	27	1	1	1	5	17.5	3	0	2	2	0	3	0	0	0	1	.5	2	1.0411428571428571	9.3		4.8	4.5
1888	1	1009	2	6	1	9.8	4.5	14.3	9.11	1.79	732	718	42.21	49.65	18.38	11.36	1	1	27	1	1	1	5	17.5	3	0	2	2	0	3	0	0	0	1	.5	2	.5205714285714286	14.3		9.8	4.5
1888	1	1009	3	6	0	11.8	4.5	16.3	5.21	1.79	732	718	42.21	49.65	18.38	11.36	1	1	27	1	1	1	5	17.5	3	0	2	2	0	3	0	0	0	1	.5	2	.2977142857142857	16.3		11.8	4.5
1888	1	1009	4	6	0	4.97	20.2	25.17	100	1.79	732	718	42.21	49.65	18.38	11.36	1	1	27	1	1	1	5	17.5	3	0	2	2	0	3	0	0	0	1	.5	2	5.714285714285714	25.17		4.97	20.2
1888	1	1009	5	6	0	10.45	4.5	14.95	0	1.79	732	718	42.21	49.65	18.38	11.36	1	1	27	1	1	1	5	17.5	3	0	2	2	0	3	0	0	0	1	.5	2	0		14.95		
1888	1	1009	6	6	0	0	0	40.3	0	1.79	732	718	42.21	49.65	18.38	11.36	1	1	27	1	1	1	5	17.5	3	0	2	2	0	3	0	0	0	1	.5	2	0		40.3		
1889	1	1010	1	5	1	10.04	2	12.04	59.56	6.43	534	859	13.48	13.69	8.23	32.56	1	1	32	1	0	2	2	112.5	1	1	2	2	0	0	0	0	0	0	1	1	.5294222222222222	12.04		10.04	2
1889	1	1010	2	5	0	15.04	2	17.04	29.78	6.43	534	859	13.48	13.69	8.23	32.56	1	1	32	1	0	2	2	112.5	1	1	2	2	0	0	0	0	0	0	1	1	.2647111111111111	17.04		15.04	2
1889	1	1010	3	5	0	17.04	2	19.04	17.02	6.43	534	859	13.48	13.69	8.23	32.56	1	1	32	1	0	2	2	112.5	1	1	2	2	0	0	0	0	0	0	1	1	.1512888888888889	19.04		17.04	2
1889	1	1010	4	5	0	18.72	27	45.72	60	6.43	534	859	13.48	13.69	8.23	32.56	1	1	32	1	0	2	2	112.5	1	1	2	2	0	0	0	0	0	0	1	1	.5333333333333333	45.72		18.72	27
1889	1	1010	5	5	0	34.15	2	36.15	0	6.43	534	859	13.48	13.69	8.23	32.56	1	1	32	1	0	2	2	112.5	1	1	2	2	0	0	0	0	0	0	1	1	0		36.15		
1892	1	1011	1	4	1	21.92	4.5	26.42	121.21	13.08	738	642	35.81	53.33	8.66	9.96	1	0	40	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	2.852	26.42		21.92	4.5
1892	1	1011	2	4	0	27.02	4.5	31.52	60.6	13.08	738	642	35.81	53.33	8.66	9.96	1	0	40	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	1.4258823529411766	31.52		27.02	4.5
1892	1	1011	3	4	0	29.02	4.5	33.52	34.63	13.08	738	642	35.81	53.33	8.66	9.96	1	0	40	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	.8148235294117647	33.52		29.02	4.5
1892	1	1011	4	4	0	48.3	62.37	110.67	105	13.08	738	642	35.81	53.33	8.66	9.96	1	0	40	1	0	1	1	42.5	7	0	1	1	0	0	0	0	1	1	1	1	2.4705882352941178	110.67		48.3	62.37
1895	1	1012	1	4	1	27.02	3.5	30.52	137.78	14.41	601	526	3.7	35.17	18.42	16.27	1	1	46	1	0	5	3	55	3	1	1	2	0	1	0	0	0	0	5	1	2.5050909090909093	30.52		27.02	3.5
1895	1	1012	2	4	0	32.02	3.5	35.52	68.89	14.41	601	526	3.7	35.17	18.42	16.27	1	1	46	1	0	5	3	55	3	1	1	2	0	1	0	0	0	0	5	1	1.2525454545454546	35.52		32.02	3.5
1895	1	1012	3	4	0	34.02	3.5	37.52	39.36	14.41	601	526	3.7	35.17	18.42	16.27	1	1	46	1	0	5	3	55	3	1	1	2	0	1	0	0	0	0	5	1	.7156363636363636	37.52		34.02	3.5
1895	1	1012	4	4	0	42.18	27.99	70.17	177.27	14.41	601	526	3.7	35.17	18.42	16.27	1	1	46	1	0	5	3	55	3	1	1	2	0	1	0	0	0	0	5	1	3.2230909090909092	70.17		42.18	27.99
1898	2	1013	1	4	1	33.2	3	36.2	220.09	25.04	702	565	52.44	7.11	17.23	16.74	1	1	33	1	1	2	3	27.5	3	0	2	2	0	1	0	0	0	0	1	1	8.003272727272728	36.2		33.2	3
1898	2	1013	2	4	0	38.3	3	41.3	110.05	25.04	702	565	52.44	7.11	17.23	16.74	1	1	33	1	1	2	3	27.5	3	0	2	2	0	1	0	0	0	0	1	1	4.001818181818182	41.3		38.3	3
1898	2	1013	3	4	0	40.3	3	43.3	62.88	25.04	702	565	52.44	7.11	17.23	16.74	1	1	33	1	1	2	3	27.5	3	0	2	2	0	1	0	0	0	0	1	1	2.2865454545454544	43.3		40.3	3
1898	2	1013	4	4	0	55.47	27.6	83.07	237.9	25.04	702	565	52.44	7.11	17.23	16.74	1	1	33	1	1	2	3	27.5	3	0	2	2	0	1	0	0	0	0	1	1	8.65090909090909	83.07		55.47	27.6
1899	1	1014	1	3	1	40.7	2.5	43.2	266.7	24.88	612	165	16.01	26.72	0	13.26	1	0	26	1	1	2	3	32.5	3	0	1	2	1	0	0	0	0	0	2	1	8.206153846153846	43.2		40.7	2.5
1899	1	1014	2	3	0	45.9	2.5	48.4	133.35	24.88	612	165	16.01	26.72	0	13.26	1	0	26	1	1	2	3	32.5	3	0	1	2	1	0	0	0	0	0	2	1	4.103076923076923	48.4		45.9	2.5
1899	1	1014	3	3	0	47.9	2.5	50.4	76.2	24.88	612	165	16.01	26.72	0	13.26	1	0	26	1	1	2	3	32.5	3	0	1	2	1	0	0	0	0	0	2	1	2.3446153846153845	50.4		47.9	2.5
1901	1	1015	1	3	1	45.4	2	47.4	301.28	34	592	360	19.79	7.47	11.36	18.84	1	0	37	1	1	3	4	87.5	3	0	2	2	1	0	1	0	0	0	1.5	1	3.4431999999999996	47.4		45.4	2
1901	1	1015	2	3	0	50.6	2	52.6	150.64	34	592	360	19.79	7.47	11.36	18.84	1	0	37	1	1	3	4	87.5	3	0	2	2	1	0	1	0	0	0	1.5	1	1.7215999999999998	52.6		50.6	2
1901	1	1015	3	3	0	52.6	2	54.6	86.08	34	592	360	19.79	7.47	11.36	18.84	1	0	37	1	1	3	4	87.5	3	0	2	2	1	0	1	0	0	0	1.5	1	.9837714285714285	54.6		52.6	2
1902	2	1016	1	5	1	11.58	4.5	16.08	49.62	5.35	619	597	9.61	9.58	19.99	58.19	1	0	39	1	0	6	2	47.5	1	1	2	2	0	0	0	0	0	0	3	1	1.0446315789473684	16.08		11.58	4.5
1902	2	1016	2	5	0	16.58	4.5	21.08	24.81	5.35	619	597	9.61	9.58	19.99	58.19	1	0	39	1	0	6	2	47.5	1	1	2	2	0	0	0	0	0	0	3	1	.5223157894736842	21.08		16.58	4.5
1902	2	1016	3	5	0	18.58	4.5	23.08	14.18	5.35	619	597	9.61	9.58	19.99	58.19	1	0	39	1	0	6	2	47.5	1	1	2	2	0	0	0	0	0	0	3	1	.2985263157894737	23.08		18.58	4.5
1902	2	1016	4	5	0	32.95	21	53.95	100	5.35	619	597	9.61	9.58	19.99	58.19	1	0	39	1	0	6	2	47.5	1	1	2	2	0	0	0	0	0	0	3	1	2.1052631578947367	53.95		32.95	21
1902	2	1016	5	5	0	28.45	4.5	32.95	0	5.35	619	597	9.61	9.58	19.99	58.19	1	0	39	1	0	6	2	47.5	1	1	2	2	0	0	0	0	0	0	3	1	0		32.95		
1904	1	1017	1	4	0	27.24	5.5	32.74	188.61	21.15	613	724	12.85	23.45	170.18	23	1	0	35	1	1	1	1	47.5	7	0	1	1	0	0	0	0	0	0	1	2	3.9707368421052633	32.74		27.24	5.5
1904	1	1017	2	4	1	32.24	5.5	37.74	94.31	21.15	613	724	12.85	23.45	170.18	23	1	0	35	1	1	1	1	47.5	7	0	1	1	0	0	0	0	0	0	1	2	1.9854736842105263	37.74		32.24	5.5
1904	1	1017	3	4	0	34.24	5.5	39.74	53.89	21.15	613	724	12.85	23.45	170.18	23	1	0	35	1	1	1	1	47.5	7	0	1	1	0	0	0	0	0	0	1	2	1.1345263157894736	39.74		34.24	5.5
1904	1	1017	4	4	0	46.13	21.6	67.73	208.4	21.15	613	724	12.85	23.45	170.18	23	1	0	35	1	1	1	1	47.5	7	0	1	1	0	0	0	0	0	0	1	2	4.387368421052631	67.73		46.13	21.6
1907	1	1018	1	4	0	35.3	4.5	39.8	359.32	14.8	675	59	24.7	20.48	87.17	37.82	1	0	50	1	1	3	2	22.5	5	0	1	1	0	1	0	0	1	0	3	0	15.969777777777777	39.8		35.3	4.5
1907	1	1018	2	4	0	40.3	4.5	44.8	179.66	14.8	675	59	24.7	20.48	87.17	37.82	1	0	50	1	1	3	2	22.5	5	0	1	1	0	1	0	0	1	0	3	0	7.9848888888888885	44.8		40.3	4.5
1907	1	1018	3	4	0	42.3	4.5	46.8	102.66	14.8	675	59	24.7	20.48	87.17	37.82	1	0	50	1	1	3	2	22.5	5	0	1	1	0	1	0	0	1	0	3	0	4.562666666666667	46.8		42.3	4.5
1907	1	1018	4	4	1	38.33	34.46	72.79	223	14.8	675	59	24.7	20.48	87.17	37.82	1	0	50	1	1	3	2	22.5	5	0	1	1	0	1	0	0	1	0	3	0	9.911111111111111	72.79		38.33	34.46
1908	1	1019	1	5	1	9.34	2	11.34	31.22	3.1	613	599	12.85	23.45	24.05	14.22	1	0	50	1	1	2	2	22.5	1	0	1	2	0	0	0	0	0	0	2	1	1.3875555555555554	11.34		9.34	2
1908	1	1019	2	5	0	14.34	2	16.34	15.61	3.1	613	599	12.85	23.45	24.05	14.22	1	0	50	1	1	2	2	22.5	1	0	1	2	0	0	0	0	0	0	2	1	.6937777777777777	16.34		14.34	2
1908	1	1019	3	5	0	16.34	2	18.34	8.92	3.1	613	599	12.85	23.45	24.05	14.22	1	0	50	1	1	2	2	22.5	1	0	1	2	0	0	0	0	0	0	2	1	.39644444444444443	18.34		16.34	2
1908	1	1019	4	5	0	18.91	26.76	45.67	100	3.1	613	599	12.85	23.45	24.05	14.22	1	0	50	1	1	2	2	22.5	1	0	1	2	0	0	0	0	0	0	2	1	4.444444444444445	45.67		18.91	26.76
1908	1	1019	6	5	0	0	0	64	0	3.1	613	599	12.85	23.45	24.05	14.22	1	0	50	1	1	2	2	22.5	1	0	1	2	0	0	0	0	0	0	2	1	0		64		
1910	2	1020	1	6	1	2.96	8	10.96	8.46	.65	694	693	50.58	41.29	62.25	56.97	1	1	33	1	0	2	2	67.5	10	1	2	2	0	0	0	0	1	0	1	1	.12533333333333335	10.96		2.96	8
1910	2	1020	2	6	0	7.96	8	15.96	4.23	.65	694	693	50.58	41.29	62.25	56.97	1	1	33	1	0	2	2	67.5	10	1	2	2	0	0	0	0	1	0	1	1	.06266666666666668	15.96		7.96	8
1910	2	1020	3	6	0	9.96	8	17.96	2.42	.65	694	693	50.58	41.29	62.25	56.97	1	1	33	1	0	2	2	67.5	10	1	2	2	0	0	0	0	1	0	1	1	.03585185185185185	17.96		9.96	8
1910	2	1020	4	6	0	1	20.4	21.4	100	.65	694	693	50.58	41.29	62.25	56.97	1	1	33	1	0	2	2	67.5	10	1	2	2	0	0	0	0	1	0	1	1	1.4814814814814814	21.4		1	20.4
1910	2	1020	5	6	0	4.85	8	12.85	0	.65	694	693	50.58	41.29	62.25	56.97	1	1	33	1	0	2	2	67.5	10	1	2	2	0	0	0	0	1	0	1	1	0		12.85		
1910	2	1020	6	6	0	0	0	21	0	.65	694	693	50.58	41.29	62.25	56.97	1	1	33	1	0	2	2	67.5	10	1	2	2	0	0	0	0	1	0	1	1	0		21		
1912	1	1021	1	6	1	5.3	2	7.3	20.32	1.93	620	618	24.43	14.51	11.26	11.5	1	1	35	1	0	2	5	32.5	3	1	2	2	0	1	2	0	0	0	1	1	.6252307692307693	7.3		5.3	2
1912	1	1021	2	6	0	10.3	2	12.3	10.16	1.93	620	618	24.43	14.51	11.26	11.5	1	1	35	1	0	2	5	32.5	3	1	2	2	0	1	2	0	0	0	1	1	.31261538461538463	12.3		10.3	2
1912	1	1021	3	6	0	12.3	2	14.3	5.81	1.93	620	618	24.43	14.51	11.26	11.5	1	1	35	1	0	2	5	32.5	3	1	2	2	0	1	2	0	0	0	1	1	.17876923076923076	14.3		12.3	2
1912	1	1021	4	6	0	2.81	25.7	28.51	100	1.93	620	618	24.43	14.51	11.26	11.5	1	1	35	1	0	2	5	32.5	3	1	2	2	0	1	2	0	0	0	1	1	3.076923076923077	28.51		2.81	25.7
1912	1	1021	5	6	0	11.65	2	13.65	0	1.93	620	618	24.43	14.51	11.26	11.5	1	1	35	1	0	2	5	32.5	3	1	2	2	0	1	2	0	0	0	1	1	0		13.65		
1912	1	1021	6	6	0	0	0	40.6	0	1.93	620	618	24.43	14.51	11.26	11.5	1	1	35	1	0	2	5	32.5	3	1	2	2	0	1	2	0	0	0	1	1	0		40.6		
